chromosome,gene_id,transcript_id,gene_name,strand
chr1,ENSG00000121774.18,ENST00000327300.12,KHDRBS1,+
chr1,ENSG00000121775.18,ENST00000336294.10,TMEM39B,+
chr1,ENSG00000025800.14,ENST00000373625.8,KPNA6,+
chr1,ENSG00000084652.16,ENST00000373610.8,TXLNA,+
chr1,ENSG00000160050.16,ENST00000373602.10,CCDC28B,+
chr1,ENSG00000160051.12,ENST00000291358.11,IQCC,+
chr1,ENSG00000222046.3,ENST00000409358.2,DCDC2B,+
chr1,ENSG00000160055.20,ENST00000309777.11,TMEM234,-
chr1,ENSG00000084623.12,ENST00000677711.2,EIF3I,+
chr1,ENSG00000183615.6,ENST00000373582.4,FAM167B,+
chr1,ENSG00000182866.18,ENST00000336890.10,LCK,+
chr1,ENSG00000116478.13,ENST00000373548.8,HDAC1,+
chr1,ENSG00000175130.7,ENST00000329421.8,MARCKSL1,-
chr1,ENSG00000225828.2,ENST00000432622.2,FAM229A,-
chr1,ENSG00000162526.7,ENST00000373534.4,TSSK3,+
chr1,ENSG00000160058.19,ENST00000455895.7,BSDC1,-
chr1,ENSG00000273274.2,ENST00000609129.2,ZBTB8B,+
chr1,ENSG00000160062.15,ENST00000373510.9,ZBTB8A,+
chr1,ENSG00000176261.16,ENST00000468695.6,ZBTB8OS,-
chr1,ENSG00000162521.19,ENST00000373493.10,RBBP4,+
chr1,ENSG00000162520.15,ENST00000409190.8,SYNC,-
chr1,ENSG00000162522.11,ENST00000401073.7,NHSL3,+
chr1,ENSG00000134684.13,ENST00000373477.9,YARS1,-
chr1,ENSG00000116497.18,ENST00000373475.10,S100PBP,+
chr1,ENSG00000160097.21,ENST00000373471.9,FNDC5,-
chr1,ENSG00000121905.10,ENST00000373467.4,HPCA,+
chr1,ENSG00000121900.19,ENST00000373463.8,TMEM54,-
chr1,ENSG00000116514.17,ENST00000235150.5,RNF19B,-
chr1,ENSG00000004455.18,ENST00000672715.1,AK2,-
chr1,ENSG00000142920.18,ENST00000294517.11,AZIN2,+
chr1,ENSG00000116525.14,ENST00000291416.10,TRIM62,-
chr1,ENSG00000160094.15,ENST00000539719.6,ZNF362,+
chr1,ENSG00000184389.9,ENST00000442999.3,A3GALT2,-
chr1,ENSG00000134686.21,ENST00000683057.1,PHC2,-
chr1,ENSG00000121903.15,ENST00000684572.1,ZSCAN20,+
chr1,ENSG00000121904.19,ENST00000373381.9,CSMD2,-
chr1,ENSG00000176256.11,ENST00000681531.1,HMGB4,+
chr1,ENSG00000142698.15,ENST00000488417.2,C1orf94,+
chr1,ENSG00000189280.3,ENST00000338513.1,GJB5,+
chr1,ENSG00000189433.7,ENST00000339480.3,GJB4,+
chr1,ENSG00000188910.8,ENST00000373366.3,GJB3,+
chr1,ENSG00000187513.9,ENST00000342280.5,GJA4,+
chr1,ENSG00000163866.9,ENST00000521580.3,SMIM12,-
chr1,ENSG00000116544.12,ENST00000373347.6,DLGAP3,-
chr1,ENSG00000243749.2,ENST00000373337.4,TMEM35B,-
chr1,ENSG00000163867.17,ENST00000357182.9,ZMYM6,-
chr1,ENSG00000197056.12,ENST00000359858.9,ZMYM1,+
chr1,ENSG00000116560.12,ENST00000357214.6,SFPQ,-
chr1,ENSG00000146463.12,ENST00000314607.11,ZMYM4,+
chr1,ENSG00000142687.19,ENST00000325722.8,KIAA0319L,-
chr1,ENSG00000020129.16,ENST00000373243.7,NCDN,+
chr1,ENSG00000116819.9,ENST00000373235.4,TFAP2E,+
chr1,ENSG00000126067.12,ENST00000373237.4,PSMB2,-
chr1,ENSG00000142686.8,ENST00000270815.5,C1orf216,-
chr1,ENSG00000092853.14,ENST00000318121.8,CLSPN,-
chr1,ENSG00000134698.11,ENST00000373210.4,AGO4,+
chr1,ENSG00000092847.14,ENST00000373204.6,AGO1,+
chr1,ENSG00000126070.20,ENST00000373191.9,AGO3,+
chr1,ENSG00000092850.12,ENST00000207457.8,TEKT2,+
chr1,ENSG00000116863.11,ENST00000373178.5,ADPRS,+
chr1,ENSG00000171812.13,ENST00000397799.2,COL8A2,-
chr1,ENSG00000054116.12,ENST00000373166.8,TRAPPC3,-
chr1,ENSG00000116871.16,ENST00000474796.2,MAP7D1,+
chr1,ENSG00000054118.15,ENST00000354618.10,THRAP3,+
chr1,ENSG00000214193.11,ENST00000453908.8,SH3D21,+
chr1,ENSG00000142694.7,ENST00000490466.2,EVA1B,-
chr1,ENSG00000196182.11,ENST00000373132.4,STK40,-
chr1,ENSG00000181817.6,ENST00000315732.3,LSM10,-
chr1,ENSG00000116885.18,ENST00000235532.9,OSCP1,-
chr1,ENSG00000116898.12,ENST00000373116.6,MRPS15,-
chr1,ENSG00000119535.20,ENST00000373106.6,CSF3R,-
chr1,ENSG00000163873.10,ENST00000373091.8,GRIK3,-
chr1,ENSG00000163874.11,ENST00000373087.7,ZC3H12A,+
chr1,ENSG00000163875.16,ENST00000296214.10,MEAF6,-
chr1,ENSG00000163877.11,ENST00000296215.8,SNIP1,-
chr1,ENSG00000163879.11,ENST00000652629.1,DNALI1,+
chr1,ENSG00000134697.13,ENST00000373062.8,GNL2,-
chr1,ENSG00000169218.14,ENST00000356545.7,RSPO1,-
chr1,ENSG00000116922.15,ENST00000486637.2,AIRIM,-
chr1,ENSG00000134690.11,ENST00000373055.6,CDCA8,+
chr1,ENSG00000183317.17,ENST00000373048.9,EPHA10,-
chr1,ENSG00000185090.15,ENST00000373045.11,MANEAL,+
chr1,ENSG00000196449.4,ENST00000373044.3,YRDC,-
chr1,ENSG00000197982.14,ENST00000373042.5,C1orf122,+
chr1,ENSG00000188786.10,ENST00000373036.5,MTF1,-
chr1,ENSG00000204084.14,ENST00000373024.8,INPP5B,-
chr1,ENSG00000183431.12,ENST00000373019.5,SF3A3,-
chr1,ENSG00000183386.11,ENST00000373016.4,FHL3,-
chr1,ENSG00000183520.12,ENST00000373014.5,UTP11,+
chr1,ENSG00000185668.8,ENST00000373012.5,POU3F1,-
chr1,ENSG00000116954.8,ENST00000373001.4,RRAGC,-
chr1,ENSG00000214114.9,ENST00000397572.5,MYCBP,-
chr1,ENSG00000131233.10,ENST00000357771.5,GJA9,-
chr1,ENSG00000158315.11,ENST00000372990.6,RHBDL2,-
chr1,ENSG00000174574.16,ENST00000432648.8,AKIRIN1,+
chr1,ENSG00000168653.11,ENST00000372969.8,NDUFS5,+
chr1,ENSG00000127603.32,ENST00000564288.6,MACF1,+
chr1,ENSG00000183682.8,ENST00000331593.6,BMP8A,+
chr1,ENSG00000090621.15,ENST00000372858.8,PABPC4,-
chr1,ENSG00000163909.8,ENST00000372852.4,HEYL,-
chr1,ENSG00000116981.4,ENST00000235628.2,NT5C1A,-
chr1,ENSG00000116983.13,ENST00000372844.8,HPCAL4,-
chr1,ENSG00000084072.17,ENST00000324379.10,PPIE,+
chr1,ENSG00000116985.12,ENST00000372827.8,BMP8B,-
chr1,ENSG00000198754.5,ENST00000327582.5,OXCT2,-
chr1,ENSG00000043514.17,ENST00000316891.10,TRIT1,-
chr1,ENSG00000116990.12,ENST00000372816.3,MYCL,-
chr1,ENSG00000168389.18,ENST00000372811.10,MFSD2A,+
chr1,ENSG00000131236.18,ENST00000372805.8,CAP1,+
chr1,ENSG00000131238.18,ENST00000642050.2,PPT1,-
chr1,ENSG00000117000.9,ENST00000372771.5,RLF,+
chr1,ENSG00000188800.6,ENST00000372766.4,TMCO2,+
chr1,ENSG00000084073.10,ENST00000372759.4,ZMPSTE24,+
chr1,ENSG00000049089.15,ENST00000372748.8,COL9A2,-
chr1,ENSG00000084070.12,ENST00000372718.8,SMAP2,+
chr1,ENSG00000187801.15,ENST00000361584.5,ZFP69B,+
chr1,ENSG00000187815.10,ENST00000372706.6,ZFP69,+
chr1,ENSG00000164002.12,ENST00000415550.6,EXO5,+
chr1,ENSG00000117010.17,ENST00000372699.8,ZNF684,+
chr1,ENSG00000117016.10,ENST00000372684.8,RIMS3,-
chr1,ENSG00000066136.21,ENST00000447388.8,NFYC,+
chr1,ENSG00000117013.17,ENST00000347132.10,KCNQ4,+
chr1,ENSG00000179862.7,ENST00000372638.4,CITED4,-
chr1,ENSG00000171793.17,ENST00000650070.2,CTPS1,+
chr1,ENSG00000171790.16,ENST00000302946.13,SLFNL1,-
chr1,ENSG00000010803.17,ENST00000695335.1,SCMH1,-
chr1,ENSG00000127129.10,ENST00000372587.5,EDN2,-
chr1,ENSG00000127124.16,ENST00000372583.6,HIVEP3,-
chr1,ENSG00000044012.4,ENST00000372581.2,GUCA2B,+
chr1,ENSG00000197273.4,ENST00000357001.3,GUCA2A,-
chr1,ENSG00000198815.9,ENST00000361346.6,FOXJ3,-
chr1,ENSG00000177181.15,ENST00000431473.4,RIMKLA,+
chr1,ENSG00000066185.13,ENST00000372565.8,ZMYND12,-
chr1,ENSG00000127125.9,ENST00000372561.4,PPCS,+
chr1,ENSG00000186409.19,ENST00000657597.2,CCDC30,+
chr1,ENSG00000171960.12,ENST00000304979.8,PPIH,+
chr1,ENSG00000065978.19,ENST00000321358.12,YBX1,+
chr1,ENSG00000164007.11,ENST00000296387.6,CLDN19,-
chr1,ENSG00000117385.16,ENST00000296388.10,P3H1,-
chr1,ENSG00000164008.17,ENST00000372525.7,C1orf50,+
chr1,ENSG00000274386.6,ENST00000637012.2,TMEM269,+
chr1,ENSG00000177868.12,ENST00000372521.9,SVBP,-
chr1,ENSG00000164010.15,ENST00000372517.8,ERMAP,+
chr1,ENSG00000164011.18,ENST00000651192.1,ZNF691,+
chr1,ENSG00000117394.24,ENST00000426263.10,SLC2A1,-
chr1,ENSG00000186973.11,ENST00000335282.5,CFAP144,+
chr1,ENSG00000117395.13,ENST00000236051.3,EBNA1BP2,-
chr1,ENSG00000243710.8,ENST00000372492.9,CFAP57,+
chr1,ENSG00000179178.11,ENST00000439858.6,TMEM125,+
chr1,ENSG00000253313.6,ENST00000523677.6,C1orf210,-
chr1,ENSG00000066056.15,ENST00000372476.8,TIE1,+
chr1,ENSG00000117400.18,ENST00000372470.9,MPL,+
chr1,ENSG00000117399.14,ENST00000310955.11,CDC20,+
chr1,ENSG00000066322.15,ENST00000372458.8,ELOVL1,-
chr1,ENSG00000159479.17,ENST00000372457.9,MED8,-
chr1,ENSG00000198198.17,ENST00000634258.3,SZT2,+
chr1,ENSG00000178922.18,ENST00000372430.9,HYI,-
chr1,ENSG00000142949.17,ENST00000359947.9,PTPRF,+
chr1,ENSG00000066135.13,ENST00000372396.4,KDM4A,+
chr1,ENSG00000126091.21,ENST00000347631.8,ST3GAL3,+
chr1,ENSG00000117407.17,ENST00000372359.10,ARTN,+
chr1,ENSG00000117408.11,ENST00000372343.8,IPO13,+
chr1,ENSG00000132768.14,ENST00000255108.8,DPH2,+
chr1,ENSG00000117410.14,ENST00000472174.7,ATP6V0B,+
chr1,ENSG00000117411.18,ENST00000372324.6,B4GALT2,+
chr1,ENSG00000159214.13,ENST00000372318.8,CCDC24,+
chr1,ENSG00000196517.13,ENST00000372310.8,SLC6A9,-
chr1,ENSG00000171872.5,ENST00000372299.4,KLF17,+
chr1,ENSG00000283039.1,ENST00000634670.1,KLF18,-
chr1,ENSG00000178028.14,ENST00000372289.7,DMAP1,+
chr1,ENSG00000117419.16,ENST00000372257.7,ERI3,-
chr1,ENSG00000187147.19,ENST00000361799.7,RNF220,+
chr1,ENSG00000126106.14,ENST00000372237.8,TMEM53,-
chr1,ENSG00000198520.12,ENST00000535358.6,ARMH1,+
chr1,ENSG00000142945.13,ENST00000372224.9,KIF2C,+
chr1,ENSG00000142937.12,ENST00000396651.8,RPS8,+
chr1,ENSG00000142959.6,ENST00000372207.4,BEST4,-
chr1,ENSG00000173846.14,ENST00000372201.5,PLK3,+
chr1,ENSG00000188396.4,ENST00000339355.3,DYNLT4,-
chr1,ENSG00000222009.10,ENST00000450269.6,BTBD19,+
chr1,ENSG00000117425.15,ENST00000372192.4,PTCH2,-
chr1,ENSG00000070785.17,ENST00000360403.7,EIF2B3,-
chr1,ENSG00000126107.15,ENST00000372172.5,HECTD3,-
chr1,ENSG00000126088.14,ENST00000246337.9,UROD,+
chr1,ENSG00000162415.7,ENST00000359600.6,ZSWIM5,-
chr1,ENSG00000186603.7,ENST00000334815.6,HPDL,+
chr1,ENSG00000132781.22,ENST00000456914.7,MUTYH,-
chr1,ENSG00000132773.12,ENST00000372090.6,TOE1,+
chr1,ENSG00000070759.17,ENST00000372086.4,TESK2,-
chr1,ENSG00000280670.3,ENST00000629482.3,CCDC163,-
chr1,ENSG00000132763.15,ENST00000401061.9,MMACHC,+
chr1,ENSG00000117450.15,ENST00000319248.13,PRDX1,-
chr1,ENSG00000117448.14,ENST00000351829.9,AKR1A1,+
chr1,ENSG00000132780.17,ENST00000350030.8,NASP,+
chr1,ENSG00000159588.15,ENST00000528266.6,CCDC17,-
chr1,ENSG00000159592.11,ENST00000355105.8,GPBP1L1,-
chr1,ENSG00000159596.7,ENST00000372025.5,TMEM69,+
chr1,ENSG00000197429.11,ENST00000396478.4,IPP,-
chr1,ENSG00000086015.23,ENST00000361297.7,MAST2,+
chr1,ENSG00000117461.15,ENST00000262741.10,PIK3R3,-
chr1,ENSG00000250719.2,ENST00000506599.2,P3R3URF,-
chr1,ENSG00000117472.10,ENST00000372003.6,TSPAN1,+
chr1,ENSG00000085998.15,ENST00000371984.8,POMGNT1,-
chr1,ENSG00000171357.6,ENST00000371980.4,LURAP1,+
chr1,ENSG00000085999.13,ENST00000371975.9,RAD54L,+
chr1,ENSG00000132128.18,ENST00000617190.5,LRRC41,-
chr1,ENSG00000173660.12,ENST00000311672.10,UQCRH,+
chr1,ENSG00000117481.12,ENST00000474844.6,NSUN4,+
chr1,ENSG00000117480.16,ENST00000243167.9,FAAH,+
chr1,ENSG00000197587.12,ENST00000360032.4,DMBX1,+
chr1,ENSG00000282881.3,ENST00000697682.1,TMEM275,-
chr1,ENSG00000162456.10,ENST00000481882.7,KNCN,-
chr1,ENSG00000079277.22,ENST00000371945.10,MKNK1,-
chr1,ENSG00000142961.16,ENST00000319928.9,MOB3C,-
chr1,ENSG00000123472.13,ENST00000574428.6,ATPAF1,-
chr1,ENSG00000186118.9,ENST00000334122.5,TEX38,+
chr1,ENSG00000159658.15,ENST00000371933.8,EFCAB14,-
chr1,ENSG00000142973.16,ENST00000371923.9,CYP4B1,+
chr1,ENSG00000187048.14,ENST00000310638.9,CYP4A11,-
chr1,ENSG00000186377.8,ENST00000371901.4,CYP4X1,+
chr1,ENSG00000186160.5,ENST00000334194.4,CYP4Z1,+
chr1,ENSG00000162365.13,ENST00000371891.8,CYP4A22,+
chr1,ENSG00000162366.8,ENST00000294338.7,PDZK1IP1,-
chr1,ENSG00000162367.12,ENST00000691006.1,TAL1,-
chr1,ENSG00000123473.17,ENST00000371877.8,STIL,-
chr1,ENSG00000162368.15,ENST00000371873.10,CMPK1,+
chr1,ENSG00000186790.6,ENST00000335071.4,FOXE3,+
chr1,ENSG00000186564.6,ENST00000334793.6,FOXD2,+
chr1,ENSG00000269113.4,ENST00000606738.3,TRABD2B,-
chr1,ENSG00000117834.13,ENST00000438567.7,SLC5A9,+
chr1,ENSG00000132122.12,ENST00000371847.8,SPATA6,-
chr1,ENSG00000186094.18,ENST00000371839.6,AGBL4,-
chr1,ENSG00000162373.13,ENST00000371833.4,BEND5,-
chr1,ENSG00000162374.18,ENST00000371824.7,ELAVL4,+
chr1,ENSG00000142700.12,ENST00000404795.4,DMRTA2,-
chr1,ENSG00000185104.21,ENST00000396153.7,FAF1,-
chr1,ENSG00000123080.12,ENST00000371761.4,CDKN2C,+
chr1,ENSG00000204006.11,ENST00000371759.7,C1orf185,+
chr1,ENSG00000123091.5,ENST00000242719.4,RNF11,+
chr1,ENSG00000085831.16,ENST00000680483.1,TTC39A,-
chr1,ENSG00000085832.18,ENST00000371733.8,EPS15,-
chr1,ENSG00000117859.19,ENST00000428468.6,OSBPL9,+
chr1,ENSG00000078618.23,ENST00000352171.12,NRDC,-
chr1,ENSG00000169213.7,ENST00000371655.4,RAB3B,-
chr1,ENSG00000117862.14,ENST00000371626.9,TXNDC12,-
chr1,ENSG00000198841.4,ENST00000371614.2,KTI12,-
chr1,ENSG00000134717.18,ENST00000313334.13,BTF3L4,+
chr1,ENSG00000157077.16,ENST00000287727.8,ZFYVE9,+
chr1,ENSG00000154222.15,ENST00000284376.8,CC2D1B,-
chr1,ENSG00000085840.13,ENST00000371568.8,ORC1,-
chr1,ENSG00000134748.13,ENST00000257181.10,PRPF38A,+
chr1,ENSG00000134744.14,ENST00000257177.9,TUT4,-
chr1,ENSG00000116157.6,ENST00000361314.5,GPX7,+
chr1,ENSG00000182183.15,ENST00000517870.2,SHISAL2A,+
chr1,ENSG00000162377.6,ENST00000371538.5,COA7,-
chr1,ENSG00000162378.13,ENST00000294353.7,ZYG11B,+
chr1,ENSG00000203995.11,ENST00000371528.2,ZYG11A,+
chr1,ENSG00000121310.17,ENST00000371522.9,ECHDC2,-
chr1,ENSG00000116171.19,ENST00000371514.8,SCP2,+
chr1,ENSG00000174348.14,ENST00000312553.10,PODN,+
chr1,ENSG00000162383.13,ENST00000371494.9,SLC1A7,-
chr1,ENSG00000157184.7,ENST00000371486.4,CPT2,+
chr1,ENSG00000162384.14,ENST00000294360.5,CZIB,-
chr1,ENSG00000162385.11,ENST00000371470.8,MAGOH,-
chr1,ENSG00000157193.18,ENST00000306052.12,LRP8,-
chr1,ENSG00000143006.7,ENST00000371445.3,DMRTB1,+
chr1,ENSG00000174332.6,ENST00000628545.2,GLIS1,-
chr1,ENSG00000058804.12,ENST00000371429.4,NDC1,-
chr1,ENSG00000058799.15,ENST00000072644.7,YIPF1,-
chr1,ENSG00000211452.12,ENST00000361921.8,DIO1,+
chr1,ENSG00000081870.12,ENST00000194214.10,IFT25,-
chr1,ENSG00000116212.16,ENST00000371370.8,LRRC42,+
chr1,ENSG00000203985.11,ENST00000371360.2,LDLRAD1,-
chr1,ENSG00000116209.12,ENST00000234831.10,TMEM59,-
chr1,ENSG00000116205.14,ENST00000234827.6,TCEANC2,+
chr1,ENSG00000157211.12,ENST00000530059.3,CDCP2,-
chr1,ENSG00000215883.11,ENST00000534324.6,CYB5RL,-
chr1,ENSG00000116221.15,ENST00000360840.9,MRPL37,+
chr1,ENSG00000157216.17,ENST00000610401.6,SSBP3,-
chr1,ENSG00000162390.18,ENST00000343744.7,ACOT11,+
chr1,ENSG00000162391.12,ENST00000302250.7,FAM151A,-
chr1,ENSG00000184313.20,ENST00000421030.7,MROH7,+
chr1,ENSG00000243725.7,ENST00000371281.4,TTC4,+
chr1,ENSG00000162396.6,ENST00000371279.4,PARS2,-
chr1,ENSG00000006555.11,ENST00000371276.9,TTC22,-
chr1,ENSG00000162398.12,ENST00000371273.4,CIMAP2,+
chr1,ENSG00000116133.13,ENST00000371269.9,DHCR24,-
chr1,ENSG00000143001.7,ENST00000371268.4,TMEM61,+
chr1,ENSG00000162399.9,ENST00000651561.1,BSND,+
chr1,ENSG00000169174.13,ENST00000302118.5,PCSK9,+
chr1,ENSG00000162402.15,ENST00000294383.7,USP24,-
chr1,ENSG00000162407.9,ENST00000371250.4,PLPP3,-
chr1,ENSG00000162409.12,ENST00000371244.9,PRKAA2,+
chr1,ENSG00000187889.13,ENST00000343433.7,FYB2,-
chr1,ENSG00000157131.12,ENST00000361249.4,C8A,+
chr1,ENSG00000021852.14,ENST00000371237.9,C8B,-
chr1,ENSG00000173406.16,ENST00000371236.7,DAB1,-
chr1,ENSG00000162600.12,ENST00000371226.8,OMA1,-
chr1,ENSG00000184292.7,ENST00000371225.4,TACSTD2,-
chr1,ENSG00000162601.12,ENST00000472487.6,MYSM1,-
chr1,ENSG00000177606.9,ENST00000371222.4,JUN,-
chr1,ENSG00000172456.18,ENST00000303721.12,FGGY,+
chr1,ENSG00000134709.13,ENST00000371208.5,HOOK1,+
chr1,ENSG00000134716.11,ENST00000371204.4,CYP2J2,-
chr1,ENSG00000162598.13,ENST00000371201.3,C1orf87,-
chr1,ENSG00000162599.18,ENST00000403491.8,NFIA,+
chr1,ENSG00000162604.13,ENST00000606498.5,TM2D1,-
chr1,ENSG00000132849.22,ENST00000642238.2,PATJ,+
chr1,ENSG00000240563.3,ENST00000498273.2,L1TD1,+
chr1,ENSG00000132854.19,ENST00000371153.9,KANK4,-
chr1,ENSG00000162607.13,ENST00000339950.5,USP1,+
chr1,ENSG00000116641.18,ENST00000635253.2,DOCK7,-
chr1,ENSG00000132855.5,ENST00000371129.4,ANGPTL3,+
chr1,ENSG00000125703.15,ENST00000317868.9,ATG4C,+
chr1,ENSG00000187140.6,ENST00000371116.4,FOXD3,+
chr1,ENSG00000088035.18,ENST00000263440.6,ALG6,+
chr1,ENSG00000142856.18,ENST00000271002.15,ITGB3BP,-
chr1,ENSG00000203965.13,ENST00000371088.5,EFCAB7,+
chr1,ENSG00000079739.17,ENST00000371084.8,PGM1,+
chr1,ENSG00000185483.13,ENST00000371079.6,ROR1,+
chr1,ENSG00000177414.14,ENST00000371077.10,UBE2U,+
chr1,ENSG00000158966.16,ENST00000651257.2,CACHD1,+
chr1,ENSG00000162437.15,ENST00000294428.8,RAVER2,+
chr1,ENSG00000162434.14,ENST00000342505.5,JAK1,-
chr1,ENSG00000162433.15,ENST00000327299.8,AK4,+
chr1,ENSG00000116675.16,ENST00000371069.5,DNAJC6,+
chr1,ENSG00000213625.9,ENST00000371065.9,LEPROT,+
chr1,ENSG00000116678.20,ENST00000349533.11,LEPR,+
chr1,ENSG00000184588.18,ENST00000341517.9,PDE4B,+
chr1,ENSG00000118473.23,ENST00000371037.9,SGIP1,+
chr1,ENSG00000152760.10,ENST00000282670.7,DYNLT5,+
chr1,ENSG00000172410.5,ENST00000304526.3,INSL5,-
chr1,ENSG00000152763.17,ENST00000371026.8,DNAI4,-
chr1,ENSG00000198160.15,ENST00000401041.6,MIER1,+
chr1,ENSG00000116704.8,ENST00000235345.6,SLC35D1,-
chr1,ENSG00000203963.12,ENST00000684719.1,C1orf141,-
chr1,ENSG00000162594.17,ENST00000347310.10,IL23R,+
chr1,ENSG00000081985.14,ENST00000674203.2,IL12RB2,+
chr1,ENSG00000142864.15,ENST00000361219.11,SERBP1,-
chr1,ENSG00000116717.13,ENST00000370986.9,GADD45A,+
chr1,ENSG00000172380.6,ENST00000370982.4,GNG12,-
chr1,ENSG00000162595.8,ENST00000646789.1,DIRAS3,-
chr1,ENSG00000116729.14,ENST00000262348.9,WLS,-
chr1,ENSG00000116745.8,ENST00000262340.6,RPE65,-
chr1,ENSG00000024526.17,ENST00000456315.7,DEPDC1,-
chr1,ENSG00000033122.21,ENST00000651989.2,LRRC7,+
chr1,ENSG00000066557.6,ENST00000370952.4,LRRC40,-
chr1,ENSG00000116754.14,ENST00000370949.2,SRSF11,+
chr1,ENSG00000118454.13,ENST00000370944.9,ANKRD13C,-
chr1,ENSG00000116761.12,ENST00000370938.8,CTH,+
chr1,ENSG00000050628.21,ENST00000306666.10,PTGER3,-
chr1,ENSG00000132485.14,ENST00000370920.8,ZRANB2,-
chr1,ENSG00000172260.15,ENST00000357731.10,NEGR1,-
chr1,ENSG00000162620.16,ENST00000354431.9,LRRIQ3,-
chr1,ENSG00000254685.8,ENST00000370898.9,FPGT,+
chr1,ENSG00000116783.15,ENST00000326637.8,TNNI3K,+
chr1,ENSG00000162621.7,ENST00000294635.5,LRRC53,-
chr1,ENSG00000178965.14,ENST00000326665.10,ERICH3,-
chr1,ENSG00000116791.14,ENST00000340866.10,CRYZ,-
chr1,ENSG00000162623.16,ENST00000370867.8,TYW3,+
chr1,ENSG00000162624.16,ENST00000356261.4,LHX8,+
chr1,ENSG00000137968.17,ENST00000370859.8,SLC44A5,-
chr1,ENSG00000117054.15,ENST00000370841.9,ACADM,+
chr1,ENSG00000137955.16,ENST00000319942.8,RABGGTB,+
chr1,ENSG00000057468.7,ENST00000263187.4,MSH4,+
chr1,ENSG00000154007.7,ENST00000284142.7,ASB17,-
chr1,ENSG00000184005.12,ENST00000328299.4,ST6GALNAC3,+
chr1,ENSG00000117069.15,ENST00000477717.6,ST6GALNAC5,+
chr1,ENSG00000142892.15,ENST00000370812.8,PIGK,-
chr1,ENSG00000154027.19,ENST00000354567.7,AK5,+
chr1,ENSG00000036549.13,ENST00000370801.8,ZZZ3,-
chr1,ENSG00000077254.14,ENST00000370794.7,USP33,-
chr1,ENSG00000180488.17,ENST00000370791.9,MIGA1,+
chr1,ENSG00000162614.19,ENST00000334785.12,NEXN,+
chr1,ENSG00000162613.18,ENST00000370768.7,FUBP1,-
chr1,ENSG00000162616.9,ENST00000370763.6,DNAJB4,+
chr1,ENSG00000137960.6,ENST00000370759.4,GIPC2,+
chr1,ENSG00000122420.10,ENST00000370757.8,PTGFR,+
chr1,ENSG00000137959.17,ENST00000370751.10,IFI44L,+
chr1,ENSG00000137965.11,ENST00000370747.9,IFI44,+
chr1,ENSG00000162618.15,ENST00000370742.4,ADGRL4,-
chr1,ENSG00000117114.21,ENST00000686636.1,ADGRL2,+
chr1,ENSG00000137941.17,ENST00000260505.13,TTLL7,-
chr1,ENSG00000142875.21,ENST00000370685.7,PRKACB,+
chr1,ENSG00000203943.9,ENST00000394834.8,SAMD13,+
chr1,ENSG00000137976.8,ENST00000370665.4,DNASE2B,+
chr1,ENSG00000117133.11,ENST00000370654.6,RPF1,+
chr1,ENSG00000174021.12,ENST00000370645.9,GNG5,-
chr1,ENSG00000122432.19,ENST00000699524.1,SPATA1,+
chr1,ENSG00000117151.13,ENST00000370630.6,CTBS,-
chr1,ENSG00000117155.17,ENST00000342203.8,SSX2IP,-
chr1,ENSG00000171517.6,ENST00000370611.4,LPAR3,-
chr1,ENSG00000153898.13,ENST00000370608.8,MCOLN2,-
chr1,ENSG00000055732.13,ENST00000370589.7,MCOLN3,-
chr1,ENSG00000162643.13,ENST00000294664.11,DNAI3,+
chr1,ENSG00000097096.10,ENST00000341460.6,SYDE2,-
chr1,ENSG00000162642.14,ENST00000471115.6,C1orf52,-
chr1,ENSG00000142867.14,ENST00000648566.1,BCL10,-
chr1,ENSG00000153904.21,ENST00000284031.13,DDAH1,-
chr1,ENSG00000142871.18,ENST00000451137.7,CCN1,+
chr1,ENSG00000117174.11,ENST00000370574.4,ZNHIT6,-
chr1,ENSG00000171502.15,ENST00000370571.7,COL24A1,-
chr1,ENSG00000122417.16,ENST00000460698.7,ODF2L,-
chr1,ENSG00000137975.8,ENST00000370565.5,CLCA2,+
chr1,ENSG00000016490.16,ENST00000394711.2,CLCA1,+
chr1,ENSG00000016602.9,ENST00000370563.3,CLCA4,+
chr1,ENSG00000097033.15,ENST00000370558.8,SH3GLB1,+
chr1,ENSG00000183291.18,ENST00000331835.10,SELENOF,-
chr1,ENSG00000153936.18,ENST00000370550.10,HS2ST1,+
chr1,ENSG00000143013.13,ENST00000370544.10,LMO4,+
chr1,ENSG00000065243.20,ENST00000370521.8,PKN2,+
chr1,ENSG00000137947.12,ENST00000370500.10,GTF2B,-
chr1,ENSG00000137944.18,ENST00000260508.9,KYAT3,-
chr1,ENSG00000213516.10,ENST00000652648.1,RBMXL1,-
chr1,ENSG00000117226.13,ENST00000370481.9,GBP3,-
chr1,ENSG00000117228.11,ENST00000370473.5,GBP1,-
chr1,ENSG00000162645.13,ENST00000370466.4,GBP2,-
chr1,ENSG00000213512.3,ENST00000294671.3,GBP7,-
chr1,ENSG00000162654.9,ENST00000355754.7,GBP4,-
chr1,ENSG00000154451.15,ENST00000370459.8,GBP5,-
chr1,ENSG00000183347.15,ENST00000370456.5,GBP6,+
chr1,ENSG00000288629.1,ENST00000676334.1,ENSG00000288629,+
chr1,ENSG00000197147.15,ENST00000330947.7,LRRC8B,+
